13ZEDW6vyBF12HYcZRr4EV,2694700,79,"{kentucky indie, kentucky roots, outlaw country}"
77kULmXAQ6vWer7IIHdGzI,1367902,75,{contemporary country}
2QMsj4XJ7ne2hojxt6v5eb,916406,77,"{contemporary country, modern country pop}"
7kplJl06UmldxLKseURAYi,817611,74,{modern country pop}
4gvjmrtzydbMpyJaXUtwvP,499549,76,{social media pop}
25uiPmTg16RbhZWAqwLBy5,4459627,87,"{art pop, candy pop, metropopolis, pop, uk pop}"
45dkTj5sMRSjrmBSBeiHym,6253251,86,{pop}
5L1lO4eRHmJ7a0Q6csE5cT,9652514,83,{k-pop}
2loEsOijJ6XiGzWYFXMIRk,221396,77,{melodic house}
1WaFQSHVGZQJTbf0BdxdNo,764648,78,{chill abstract hip hop}
250b0Wlc5Vk0CoUsaCY84M,7860902,82,{k-pop}
4Gso3d4CscCijv0lmajZWs,5381183,88,{rap}
7iK8PXO48WeuP03g8YR51W,17332647,90,"{reggaeton, trap latino, urbano latino}"
3c0gDdb9lhnHGFtP4prQpn,747802,75,{5th gen k-pop}
11p2E654TTU8e0nZWBR4AL,535627,76,{singer-songwriter pop}
5p9HO3XC5P3BLxJs5Mtrhm,1627300,76,"{pov: indie, psychedelic pop}"
06HL4z0CvFAxyc27GXpf02,126569203,100,{pop}
3E12tRURRvPfHz0hAMCFYc,429627,81,"{trap boricua, trap latino, urbano latino}"
5HK6QtizXJzCmoYTkvFRik,137564,74,{chill drill}
6XyY86QOPPrYVGvF9ch6wz,27712063,93,"{alternative metal, nu metal, post-grunge, rap metal, rock}"
0ECwFtbIWEVNwjlrfc6xoL,11173700,77,"{album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock}"
711MCceyCBcFnzjGY4Q7Un,29880257,83,"{australian rock, hard rock, rock}"
36QJpDe2go2KgaRleHCDTp,14869289,77,"{album rock, classic rock, hard rock, rock}"
4F84IBURUo98rz4r61KF70,3266650,72,"{alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock}"
4Z8W4fKeB5YxbusRsdQVPb,10916376,84,"{alternative rock, art rock, melancholia, oxford indie, permanent wave, rock}"
6olE6TJLqED3rqDCT0FyPh,20776824,83,"{grunge, permanent wave, rock}"
0L8ExT028jH3ddEcZwqJJ5,21643133,84,"{alternative rock, funk metal, funk rock, permanent wave, rock}"
3qm84nBOXUEQ2vnTfUTTFC,32329412,81,"{glam metal, hard rock, rock}"
22bE4uQ6baNwSHPVcDxLCe,14660814,80,"{album rock, british invasion, classic rock, rock}"
08GQAI4eElDnROBrJRGE0X,12327571,83,"{album rock, classic rock, rock, soft rock, yacht rock}"
7Ey4PD4MYsKc5I2dolUwbH,14833226,77,"{album rock, classic rock, hard rock, rock}"
7jy3rLJdDQY21OgRLCZ9sD,12163181,78,"{alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock}"
2DaxqgrOhkeH0fpeiQq2f4,10909927,81,"{beatlesque, britpop, madchester, permanent wave, rock}"
568ZhdwyaiCyOGJRtNYhWf,5665767,67,"{album rock, classic rock, hard rock, metal, rock}"
3IYUhFvPQItj6xySrBmZkd,7119418,82,"{album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock}"
2ye2Wgw4gimLv2eAKyk1NB,29044469,84,"{hard rock, metal, old school thrash, rock, thrash metal}"
3ICflSq6ZgYAIrm2CTkfVP,2484192,67,"{album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock}"
1Fmb52lZ6Jv7FMWXXTPO3K,914645,66,"{glam punk, rock}"
7t0rwkOPGlDPEhaOcVtOt9,4651258,78,"{irish rock, pop rock, rock}"
0WwSkZ7LtFUFjGjMZBMt6T,7954863,78,"{album rock, classic rock, mellow gold, rock}"
2AM4ilv6UzW0uMRuqKtDgN,4548419,72,"{album rock, blues rock, classic rock, hard rock, rock}"
1dfeR4HaWDbWqFHLkxsg1d,52003288,86,"{classic rock, glam rock, rock}"
0rvjqX7ttXeg3mTy8Xscbt,5826136,76,"{album rock, classic rock, hard rock, mellow gold, rock, soft rock}"
2hl0xAkS2AIRAu23TVMBG1,1663255,69,"{album rock, classic rock, hard rock, heartland rock, mellow gold, progressive rock, rock, soft rock}"
0k17h0D3J5VfsdmQ1iZtE9,21157786,80,"{album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock}"
58lV9VcRSjABbAbfWS6skp,14199993,80,"{glam metal, rock}"
2cnMpRsOVqtPMfq7YiFE6K,6293937,73,"{album rock, classic rock, hard rock, rock}"
6waa8mKu91GjzD4NlONlNJ,1236426,65,"{album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock}"
4MVyzYMgTwdP7Z49wAZHx0,5381518,74,"{album rock, classic rock, hard rock, rock, southern rock}"
4KWTAlx2RvbpseOGMEmROg,4807161,75,"{alternative rock, athens indie, permanent wave, rock}"
7oPftvlwr6VrsViSDV7fJY,15750619,83,"{modern rock, permanent wave, punk, rock}"
5M52tdBnJaKSvOpJGz8mfZ,8316139,74,"{album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal}"
5NGO30tJxFlKixkPSgXcFE,6542343,78,"{album rock, classic rock, permanent wave, rock}"
7lzordPuZEXxwt9aoVZYmG,2117940,72,"{album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock}"
0cc6vw3VN8YlIcvr1v7tBL,5400182,72,"{album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock}"
7crPfGd2k81ekOoSqQKWWz,1781350,67,{heartland rock}
3jOstUTkEu2JkjvRdBA5Gu,3941104,76,"{alternative rock, modern power pop, modern rock, permanent wave, rock}"
4tX2TplrkIP4v05BNC903e,2879091,70,"{album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock}"
0oSGxfWSnnOXhD2fKuz2Gy,10911179,78,"{art rock, classic rock, glam rock, permanent wave, rock}"
5a2EaR3hamoenG9rDuVn8j,7523828,72,"{funk, funk rock, minneapolis sound, rock, synth funk}"
4tpUmLEVLCGFr93o8hFFIB,1596117,72,"{candy pop, new wave pop, permanent wave, power pop, rock, synthpop}"
22WZ7M8sxp5THdruNY3gXt,8216303,75,"{acid rock, album rock, classic rock, hard rock, psychedelic rock, rock}"
1w5Kfo2jwwIPruYS2UWh56,9172422,77,"{alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock}"
27T030eWyCQRmDyuvr1kxY,7576463,74,"{album rock, german hard rock, german metal, german rock, hard rock, rock}"
2hlmm7s2ICUX0LVIhVFlZQ,8373781,88,"{atl hip hop, melodic rap, rap, trap}"
6qxpnaukVayrQn6ViNvu9I,1067375,83,{southern hip hop}
1RyvyyTE3xzB2ZywiAwp0i,19329726,93,"{atl hip hop, hip hop, rap, southern hip hop, trap}"
5f7VJjfbwm532GiveGC0ZK,19033399,87,"{atl hip hop, atl trap, rap, trap}"
0ErzCpIMyLcjPiwT4elrtZ,8872093,80,"{memphis hip hop, rap}"
23xFbA9rYgRX8mreqysWPc,464031,73,{}
3MdXrJWsbVzdn6fe5JYkSQ,1827798,80,{trap queen}
1iwUuIOKYjV7SKIg27v4zi,222066,69,"{florida drill, memphis hip hop}"
3TVXtAsR1Inumwj472S9r4,93607109,96,"{canadian hip hop, canadian pop, hip hop, pop rap, rap}"
1K15GRZZATsCJyGJ4bYiEz,353446,66,{florida drill}
6icQOAFXDZKsumw3YXyusw,10314972,81,"{atl hip hop, melodic rap, rap, trap}"
699OTQXzgjhIYAHMy9RyPD,12318296,90,"{atl hip hop, plugg, pluggnb, rage rap, rap}"
4Ga1P7PMIsmqEZqhYZQgDo,8109869,83,"{melodic rap, pluggnb, rap}"
4O15NlyKLIASxsJ0PrXPfz,18053386,87,"{hip hop, melodic rap, philly rap, rage rap, rap, trap}"
0huGjMyP507tBCARyzSkrv,2061751,72,"{hip hop, pop rap, rap, trap, underground hip hop}"
1J1pGfTqp5ReVIX8Z1Wzsg,125380,68,{}
45TgXXqMDdF8BkjA83OM7z,8085991,82,{florida rap}
0hCNtLu0JehylgoiP8L4Gh,32796950,87,"{hip pop, pop, queens hip hop, rap}"
4xPQFgDA5M2xa0ZGo5iIsv,849740,78,{}
5yPzzu25VzEk8qrGTLIrE1,1548888,72,"{pluggnb, rap, southern hip hop, trap}"
6AUl0ykLLpvTktob97x9hO,3816179,72,"{detroit hip hop, detroit trap, rap, southern hip hop, trap}"
0B3kMiB21aPQlKumGDr4c7,232759,67,"{detroit hip hop, scam rap}"
50co4Is1HCEo8bhOyUWKpn,10792453,86,"{atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap}"
4MCBfE4596Uoi2O4DtmEMz,36322600,90,"{chicago rap, melodic rap, rap}"
3tJoFztHeIJkJWMrx0td2f,4749750,77,"{memphis hip hop, rap, southern hip hop, tennessee hip hop, trap}"
4E2rKHVDssGJm2SCDOMMJB,696924,77,{alternative r&b}
13ubrt8QOOCPljQ2FL1Kca,15363272,86,"{east coast hip hop, hip hop, rap}"
2LIk90788K0zvyj2JJVwkJ,3969899,81,"{deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap}"
7wlFDEWiM5OoIAt8RSli8b,13342263,83,"{baton rouge rap, rap}"
181bsRPaVXVlUKXrxwZfHK,9949454,83,"{houston rap, pop, rap, trap queen}"
6x2LnllRG5uGarZMsD4iO8,4783246,75,"{contemporary country, country, country road, modern country rock}"
6zLBxLdl60ekBLpawtT63I,1510154,78,"{classic texas country, contemporary country, modern country pop}"
1ZGTSMjK1D2HrpPTOh916U,120937,66,{modern country pop}
4oCk0xbmAtqXZFzXtH3AgF,80271,65,{modern country pop}
4NYMUsIcUUsBHbV9DICa5x,428670,73,"{contemporary country, modern country pop}"
3sUpZrkehiGBaMzs2h9Mmc,196892,67,"{modern country pop, texas country}"
7Iz5t3KpNWPtB2uB2YyeN6,24961,52,{}
7HTLVyjNf0VRxfIgNcfRRH,343951,69,{modern country pop}
6dhXvR5MsnlwYguRuqoapR,173020,65,{}
4sIl4BTo9l9KqEi0Y3RE72,479605,64,"{contemporary country, country, country road}"
3WHWgx8Dh0IqQT1BMDTeE3,60136,58,{modern country pop}
3BEV5FcxOtkQJ7lLRKMh3V,231253,66,"{contemporary country, modern country pop}"
0C4gtx1iHMfuaQ73GKWvtZ,67264,65,{}
2qwXeRk8VBAegbUnf3xdyi,143019,60,"{contemporary country, country pop, modern country pop}"
0EyZDKtc41e4A3a3v69MxD,312963,66,{modern country pop}
6Ff2omMMZOd8FWNqb980Ol,135347,67,{}
1Gh0pCAxpjw0Iq3JMoVAwO,93694,65,{}
6QJ5CE7ujPr7oZCURhFZVS,59958,62,{modern country pop}
4KH3T3jZJtfFtNyfBqwUuu,43771,51,{canadian contemporary country}
3444S3C4U9Ts86BnCtSPRV,350244,75,"{modern country pop, texas country}"
1Cs0zKBU1kc0i8ypK3B9ai,26459590,90,"{big room, dance pop, edm, pop, pop dance}"
11kt6ggsdxvI8MhyeSMKom,297481,80,{}
6kbR2eL4hecj3rFwGOsYsI,23442,70,{}
5wCmhq5J2hPwL2r0eKurxn,75044,70,"{hypertechno, pop dance}"
6mDl7lQiLxT0iQ8LYhAlWy,113584,74,{pop dance}
73jBynjsVtofjRpdpRAJGk,3528684,74,"{belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house}"
21dVknSLCsK37cWozWDZZS,90574,68,"{french tech house, french techno, tech house}"
1r43wW70tnGUauQYvY5w48,235100,71,{hypertechno}
1c3uso4iIeeX3P0bhKaQDq,94584,66,{}
39B7ChWwrWDs7zXlsu3MoP,227522,71,"{house, pop dance, uk dance}"
6QMABvTzixnxzsLYyhqRxI,84950,67,{uk dance}
2gW0M5fn2r7Lo4Hn1r8HZ5,126584,65,{hypertechno}
5rGrDvrLOV2VV8SCFVGWlj,254233,72,"{electro house, pop dance, slap house}"
2AsusXITU8P25dlRNhcAbG,2211942,72,{australian pop}
23fqKkggKUBHNkbKtXEls4,8495344,82,"{edm, pop, pop dance, tropical house}"
329e4yvIujISKGKz1BZZbO,16147382,84,"{reggaeton, trap latino, urbano latino}"
0NGAZxHanS9e0iNHpR8f2W,11276047,80,"{electro house, pop nacional, slap house}"
0HxX6imltnNXJyQhu4nsiO,84482,63,{uk dance}
5ENS85nZShljwNgg4wFD7D,582012,76,"{eurodance, italo dance, slap house}"
5GYaRwCWwhU6SIQrQ5G3b7,82448,65,{}
2mLA48B366zkELXYx7hcDN,992696,67,"{electra, float house}"
7f5Zgnp2spUuuzKplmRkt7,2938305,81,"{belgian edm, edm, pop dance, tropical house}"
7i9j813KFoSBMldGqlh2Z1,148031,67,"{house, pop dance, uk dance}"
4mnrcwjD8rgFeOzvXmkcw3,36672,62,{bassline}
6cEuCEZu7PAE9ZSzLLc2oQ,2560101,75,"{dutch house, edm, electro house, pop dance, progressive electro house, slap house}"
6MDME20pz9RveH9rEXvrOM,5626944,77,"{pop, uk dance, uk funky}"
4E0HD2PMY8kQJIjlShrLUS,257901,69,{}
7CajNmpbOovFoOoasH2HaY,22944193,87,"{dance pop, edm, electro house, house, pop, progressive house, uk dance}"
2gduEC76ry33RVurAvT05p,131729,64,"{pop dance, uk dance}"
2o5jDhtHVPhrJdv3cEQ99Z,7583192,84,"{big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance}"
6F3vLfyutkUhpM50G84eMt,64263,60,"{deep groove house, scottish rock}"
37czgDRfGMvgRiUKHvnnhj,97911,64,{brazilian edm}
7urnl0uH1w3NCoErxw7AUK,42484,65,{hypertechno}
6nS5roXSAGhTGr34W6n7Et,2260025,76,"{edm, house, indietronica, uk dance}"
205i7E8fNVfojowcQSfK9m,464191,70,"{australian house, deep groove house, house}"
1dTEPvUhxpFzL7UMKHWFfZ,17554,57,{stutter house}
0HHa7ZJZxUQlg5l2mB0N0f,125031,64,{deep euro house}
1eUSEIGd3eCEUOeLFgJACg,16003,61,{}
3eqjTLE0HfPfh78zjh6TqT,6663397,79,"{heartland rock, mellow gold, permanent wave, rock, singer-songwriter}"
7xkAwz0bQTGDSbkofyQt3U,894316,64,"{new romantic, new wave pop, soft rock}"
6tbjWDEIzxoDsBA1FuhfPW,8201363,81,"{dance pop, pop}"
2wpWOzQE5TpA0dVnh5YD08,628964,66,"{hi-nrg, new romantic, new wave, new wave pop, sophisti-pop, synthpop}"
3fMbdgg4jU18AjLCKBhRSm,33499173,86,"{r&b, soul}"
4bthk9UfsYUYdcFyqxmSUU,3663622,75,"{new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop}"
2jzc5TC5TVFLXQlBNiIUzE,2475418,73,"{new romantic, new wave, new wave pop, permanent wave, synthpop}"
0LcJLqbBmaGUft1e9Mm8HV,13192470,82,"{europop, swedish pop}"
6hN9F0iuULZYWXppob22Aj,2102517,68,"{album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock}"
0SD4eZCN4Kr0wQk56hCdh2,2131332,70,"{europop, new wave pop, soft rock}"
5TnuP42pw475UrjjeabtwZ,296132,59,"{celtic rock, irish rock, scottish new wave, scottish rock}"
0O0lrN34wrcuBenkqlEDZe,617040,56,"{alternative rock, new romantic, new wave, new wave pop, post-punk}"
0xliTEbFfy5HQHvsTknTkX,943800,75,"{new romantic, new wave pop, synthpop}"
0PFtn5NtBbbUNbU9EAmIWF,3158748,76,"{album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock}"
0NKDgy9j66h3DLnN8qu1bB,2125692,71,"{dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop}"
6zFYqv1mOsgBRQbae3JJ9e,6437153,79,"{album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock}"
6IRouO5mvvfcyxtPDKMYFN,3364780,73,"{album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock}"
6XpaIBNiVzIetEPCWDvAFP,10644418,78,"{dance pop, pop}"
3yY2gUcIsjMr8hjo51PoJ8,6590709,80,"{madchester, new wave, permanent wave, rock, uk post-punk}"
77tT1kLj6mCWtFNqiOmP9H,2562207,77,"{album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock}"
3Z02hBLubJxuFJfhacLSDc,3973945,77,"{canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock}"
3RGLhK1IP9jnYFH4BRFJBS,2884693,72,"{alternative rock, permanent wave, punk, rock}"
2QsynagSdAqZj3U9HgDzjD,12822540,81,"{reggae, roots reggae}"
47zz7sob9NUcODy0BTDvKx,4310948,77,"{british soul, sophisti-pop}"
6aq8T2RcspxVOGgMrTzjWc,728926,66,"{new romantic, new wave, new wave pop, synthpop}"
7oPgCQqMMXEXrNau5vxYZP,1859270,72,"{folk, lilith, singer-songwriter, women's music}"
79bxUQsBIXO8nVLB9fYKf7,1886177,73,"{europop, synthpop}"
32vWCbZh0xZ4o9gkz4PsEU,2664033,75,"{classic country pop, country, country dawn}"
51Blml2LZPmy7TTiAg47vQ,12720153,79,"{irish rock, permanent wave, rock}"
5PN2aHIvLEM98XIorsPMhE,383434,64,"{new romantic, new wave pop, soft rock}"
0f3EsoviYnRKTkmayI3cux,1368777,70,"{album rock, australian rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock}"
4lxfqrEsLX6N1N4OCSkILp,6288860,78,"{rock drums, soft rock}"
3cniTumSiUysiPWXapGx1i,461833,64,"{album rock, new romantic, new wave, new wave pop, soft rock}"
2TzHIUhVpeeDxyJPpQfnV3,113532,63,{new wave pop}
1aX2dmV8XoHYCOQRxjPESG,1182739,65,"{new romantic, new wave, new wave pop, permanent wave, sophisti-pop, synthpop}"
2uYWxilOVlUdk4oV9DvwqK,9337760,84,"{brooklyn indie, pov: indie}"
7tYKF4w9nC0nq9CsPZTHyP,24486104,91,"{pop, r&b, rap}"
3SozjO3Lat463tQICI9LcE,2141531,78,{}
4Uc8Dsxct0oMqx0P6i60ea,10483519,80,"{bedroom pop, pop, pov: indie}"
1McMsnEElThX1knmY4oliG,41496069,89,{pop}
00FQb4jTyendYWaN8pK0wa,41855462,92,"{art pop, pop}"
33NVpKoXjItPwUJTMZIOiY,2450866,76,"{gen z singer-songwriter, singer-songwriter pop}"
1GmsPCcpKgF9OhlNXjOsbS,1113373,75,"{alt z, boston folk, indie pop, singer-songwriter pop}"
3l0CmX0FuQjFxr8SK7Vqag,5482831,82,"{bedroom pop, indie pop, pov: indie}"
6KImCVD70vtIoJWnq6nGn3,33143866,85,{pop}
5XKFrudbV4IiuE5WuTPRmT,1612450,76,{gen z singer-songwriter}
1Hsdzj7Dlq2I7tHP7501T4,10008333,77,{pop}
1uNFoZAHBGtllmzznpCI3s,78890497,92,"{canadian pop, pop}"
3MZsBdqDrRTJihTHQrO6Dq,9914735,80,{viral pop}
4dpARuHxo51G3z768sgnrY,60366484,87,"{british soul, pop, pop soul, uk pop}"
1AgxgADPuRIW1wyaA4OKcB,591134,68,{british singer-songwriter}
4IWBUUAFIplrNtaOHcJPRM,19034420,82,"{pop, talent show, uk pop}"
7gW0r5CkdEUMm42w9XpyZO,5777381,83,{gen z singer-songwriter}
5FxD8fkQZ6KcsSYupDVoSO,1059153,70,"{bedroom pop, bedroom soul}"
0ZED1XzwlLHW4ZaG4lOT6m,5099364,74,{pop}
0eDvMgVFoNV3TpwtrVCoTj,14722710,80,"{brooklyn drill, hip hop, rap}"
048LktY5zMnakWq7PTtFrz,1557808,69,"{afro r&b, afrobeats}"
5cj0lLjcoR7YOSnhnX0Po5,31921602,87,"{dance pop, pop}"
2feDdbD5araYcm6JhFHHw7,3370461,78,"{indie poptimism, pop}"
0tmwSHipWxN12fsoLcFU3B,14275427,84,"{colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino}"
1Yj5Xey7kTwvZla8sqdsdE,4352738,87,"{mambo chileno, trap latino, urbano chileno, urbano latino}"
6Sbl0NT50roqWvy746MfVf,3873007,85,"{corrido, sierreno}"
5H1nN1SzW0qNeUEZvuXjAj,5660520,79,"{pop venezolano, reggaeton, trap latino, urbano latino}"
0elWFr7TW8piilVRYJUe4P,16377297,89,"{corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno}"
0ys2OFYzWYB5hRDLCsBqxt,12551411,91,"{corrido, corridos tumbados, sad sierreno, sierreno}"
1TA5sGRlKUJXBN4ZyJuDIX,5502159,84,"{reggaeton, urbano latino}"
1DxLCyH42yaHKGK3cl5bvG,7231550,82,"{pop argentino, urbano latino}"
52iwsT98xCoGgiGntTiR7K,5329542,84,"{rap canario, trap latino, urbano latino}"
1r4hJ1h58CWwUQe3MxPuau,35090251,87,"{latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino}"
4zOhMWD0LoBe2nP7s9cHhX,170914,63,"{reggaeton flow, trap boricua, trap latino, urbano latino}"
1bAftSH8umNcGZ0uyV7LMg,11540271,87,"{argentine hip hop, trap argentino, trap latino, trap triste, urbano latino}"
7CvTknweLr9feJtRGrpDBy,1152368,84,{reggaeton chileno}
2rmkQLzj0k4nZdQehOUByO,2910238,83,{corrido}
7Gi6gjaWy3DxyilpF1a8Is,20550033,91,"{corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno}"
0T8Ix53aIN4F7aEKj4EnKy,1001514,79,{corrido}
5eumcnUkdmGvkvcsx1WFNG,2474499,91,{corrido}
0EmeFodog0BfCgMzAIvKQp,35512366,88,"{colombian pop, dance pop, latin pop, pop}"
6B1hSmaLdOvChinK2Z7gfi,59073,72,{}
